musical_expertise,aggressive,relaxed,happy,sad,correct,stimulus_number,file_name,composer,instrument,emotional_intent,emotional_intent_value,intent_rating_difference,emotional_intent_value_word,emotional_intent_value_word_general 
pro,1,-1,-1,1,0,369,369_aggressive_2_classical-guitar_AngLoi_fingers_new5_20200917.wav,AngLoi,classical-guitar,aggressive,1,0,little_aggressive,little
pro,1,-1,0,1,0,380,380_aggressive_1_steelstring-guitar_AngLoi_pick_new3_20200917.wav,AngLoi,steelstring-guitar,aggressive,1,0,little_aggressive,little
pro,1,-1,1,-1,0,334,334_aggressive_3_classical-guitar_AntDel_pick_new8_20200831.wav,AntDel,classical-guitar,aggressive,1,0,little_aggressive,little
pro,1,-2,0,-1,1,261,261_aggressive_2_steelstring-guitar_AntPao_pick_new9_20200801.wav,AntPao,steelstring-guitar,aggressive,1,0,little_aggressive,little
pro,2,-2,-1,0,1,249,249_aggressive_2_classical-guitar_CesSam_fingers_new4_20200720.wav,CesSam,classical-guitar,aggressive,1,-1,little_aggressive,little
pro,2,-2,-2,1,1,14,14_aggressive_2_steelstring-guitar_DavBen_pick_new4_20200623.wav,DavBen,steelstring-guitar,aggressive,1,-1,little_aggressive,little
pro,1,-1,1,-1,0,27,27_aggressive_3_classical-guitar_DavBen_pick_new8_20200526.wav,DavBen,classical-guitar,aggressive,1,0,little_aggressive,little
pro,1,-1,-1,1,0,272,272_aggressive_1_steelstring-guitar_DavRos_pick_new3_20200901.wav,DavRos,steelstring-guitar,aggressive,1,0,little_aggressive,little
pro,1,-2,0,1,0,178,178_aggressive_3_steelstring-guitar_FilMel_fingers_new6_20200729.wav,FilMel,steelstring-guitar,aggressive,1,0,little_aggressive,little
pro,1,-1,-1,2,0,297,297_aggressive_2_steelstring-guitar_GiaFer_pick_new9_20200803.wav,GiaFer,steelstring-guitar,aggressive,1,0,little_aggressive,little
pro,1,-2,0,1,0,190,190_aggressive_3_classical-guitar_GioAcq_fingers_new3_20200706.wav,GioAcq,classical-guitar,aggressive,1,0,little_aggressive,little
pro,2,-2,-1,1,1,310,310_aggressive_3_steelstring-guitar_GioDic_pick_new5_20200821.wav,GioDic,steelstring-guitar,aggressive,1,-1,little_aggressive,little
pro,-1,1,-2,2,0,357,357_aggressive_2_steelstring-guitar_LucFra_fingers_new6_20200914.wav,LucFra,steelstring-guitar,aggressive,1,2,little_aggressive,little
pro,1,-1,-2,2,0,160,160_aggressive_1_steelstring-guitar_MasChi_pick_new5_20200729.wav,MasChi,steelstring-guitar,aggressive,1,0,little_aggressive,little
pro,3,-3,1,1,1,38,38_aggressive_2_steelstring-guitar_OweWin_pick_new5_20200629.wav,OweWin,steelstring-guitar,aggressive,1,-2,little_aggressive,little
pro,2,-2,0,1,1,87,87_aggressive_3_steelstring-guitar_TomCan_pick_new1_20200707.wav,TomCan,steelstring-guitar,aggressive,1,-1,little_aggressive,little
pro,3,-3,0,0,1,63,63_aggressive_3_steelstring-guitar_AdoLaV_pick_new8_20200619.wav,AdoLaV,steelstring-guitar,aggressive,2,-1,normal_aggressive,normal
pro,2,-2,2,-2,0,145,145_aggressive_1_steelstring-guitar_AleMar_pick_new9_20200724.wav,AleMar,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,2,-2,-1,1,1,147,147_aggressive_3_steelstring-guitar_AleMar_pick_new9_20200724.wav,AleMar,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,1,-2,-1,1,0,370,370_aggressive_3_classical-guitar_AngLoi_fingers_new5_20200917.wav,AngLoi,classical-guitar,aggressive,2,1,normal_aggressive,normal
pro,2,-2,0,1,1,382,382_aggressive_3_steelstring-guitar_AngLoi_fingers_new3_20200917.wav,AngLoi,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,3,-2,0,0,1,332,332_aggressive_1_classical-guitar_AntDel_pick_new8_20200831.wav,AntDel,classical-guitar,aggressive,2,-1,normal_aggressive,normal
pro,2,-2,0,0,1,333,333_aggressive_2_classical-guitar_AntDel_pick_new8_20200831.wav,AntDel,classical-guitar,aggressive,2,0,normal_aggressive,normal
pro,2,-2,1,-1,1,262,262_aggressive_3_steelstring-guitar_AntPao_pick_new9_20200801.wav,AntPao,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,1,-2,-1,1,0,248,248_aggressive_1_classical-guitar_CesSam_fingers_new4_20200720.wav,CesSam,classical-guitar,aggressive,2,1,normal_aggressive,normal
pro,3,-3,-1,1,1,13,13_aggressive_1_steelstring-guitar_DavBen_pick_new4_20200623.wav,DavBen,steelstring-guitar,aggressive,2,-1,normal_aggressive,normal
pro,1,-1,1,0,0,15,15_aggressive_3_steelstring-guitar_DavBen_pick_new4_20200623.wav,DavBen,steelstring-guitar,aggressive,2,1,normal_aggressive,normal
pro,2,-2,0,0,1,25,25_aggressive_1_classical-guitar_DavBen_fingers_new8_20200526.wav,DavBen,classical-guitar,aggressive,2,0,normal_aggressive,normal
pro,2,-2,-1,2,0,26,26_aggressive_2_classical-guitar_DavBen_pick_new8_20200526.wav,DavBen,classical-guitar,aggressive,2,0,normal_aggressive,normal
pro,2,-2,-1,1,1,273,273_aggressive_2_steelstring-guitar_DavRos_pick_new3_20200901.wav,DavRos,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,3,-3,1,0,1,236,236_aggressive_1_classical-guitar_FedCer_fingers_new3_20200714.wav,FedCer,classical-guitar,aggressive,2,-1,normal_aggressive,normal
pro,2,-2,0,0,1,238,238_aggressive_3_classical-guitar_FedCer_fingers_new3_20200714.wav,FedCer,classical-guitar,aggressive,2,0,normal_aggressive,normal
pro,2,-1,0,0,1,176,176_aggressive_1_steelstring-guitar_FilMel_pick_new6_20200729.wav,FilMel,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,0,-1,-1,1,0,284,284_aggressive_1_steelstring-guitar_FraBen_pick_new6_20200801.wav,FraBen,steelstring-guitar,aggressive,2,2,normal_aggressive,normal
pro,1,-1,0,1,0,285,285_aggressive_2_steelstring-guitar_FraBen_pick_new6_20200801.wav,FraBen,steelstring-guitar,aggressive,2,1,normal_aggressive,normal
pro,2,-2,0,0,1,286,286_aggressive_1_steelstring-guitar_FraBen_pick_new6_20200801.wav,FraBen,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,2,-1,2,0,0,296,296_aggressive_1_steelstring-guitar_GiaFer_pick_new9_20200803.wav,GiaFer,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,1,-1,-1,1,0,298,298_aggressive_3_steelstring-guitar_GiaFer_pick_new9_20200803.wav,GiaFer,steelstring-guitar,aggressive,2,1,normal_aggressive,normal
pro,2,-2,0,1,1,188,188_aggressive_1_classical-guitar_GioAcq_fingers_new3_20200706.wav,GioAcq,classical-guitar,aggressive,2,0,normal_aggressive,normal
pro,-2,2,-1,0,0,189,189_aggressive_2_classical-guitar_GioAcq_fingers_new3_20200706.wav,GioAcq,classical-guitar,aggressive,2,4,normal_aggressive,normal
pro,1,-2,0,0,1,308,308_aggressive_1_steelstring-guitar_GioDic_fingers_new5_20200821.wav,GioDic,steelstring-guitar,aggressive,2,1,normal_aggressive,normal
pro,2,-1,1,1,1,358,358_aggressive_3_steelstring-guitar_LucFra_fingers_new6_20200914.wav,LucFra,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,-2,2,-2,2,0,392,392_aggressive_1_classical-guitar_MarPia_fingers_new5_20201001.wav,MarPia,classical-guitar,aggressive,2,4,normal_aggressive,normal
pro,-1,1,1,-1,0,394,394_aggressive_3_classical-guitar_MarPia_fingers_new5_20201001.wav,MarPia,classical-guitar,aggressive,2,3,normal_aggressive,normal
pro,1,0,0,-1,1,161,161_aggressive_2_steelstring-guitar_MasChi_pick_new5_20200729.wav,MasChi,steelstring-guitar,aggressive,2,1,normal_aggressive,normal
pro,2,-2,-1,1,1,162,162_aggressive_3_steelstring-guitar_MasChi_pick_new5_20200729.wav,MasChi,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,1,-2,-1,1,0,73,73_aggressive_1_classical-guitar_MatRig_fingers_new3_20200618.wav,MatRig,classical-guitar,aggressive,2,1,normal_aggressive,normal
pro,2,-2,1,-1,1,74,74_aggressive_2_classical-guitar_MatRig_fingers_new3_20200618.wav,MatRig,classical-guitar,aggressive,2,0,normal_aggressive,normal
pro,1,0,-1,1,0,321,321_aggressive_1_steelstring-guitar_NicCon_pick_new4_20200804.wav,NicCon,steelstring-guitar,aggressive,2,1,normal_aggressive,normal
pro,2,-3,0,1,1,346,346_aggressive_3_classical-guitar_NicLat_pick_new7_20200730.wav,NicLat,classical-guitar,aggressive,2,0,normal_aggressive,normal
pro,3,-2,0,1,1,39,39_aggressive_3_steelstring-guitar_OweWin_pick_new5_20200629.wav,OweWin,steelstring-guitar,aggressive,2,-1,normal_aggressive,normal
pro,0,1,-1,1,0,212,212_aggressive_1_classical-guitar_SalOli_fingers_new3_20200714.wav,SalOli,classical-guitar,aggressive,2,2,normal_aggressive,normal
pro,-1,1,-1,1,0,214,214_aggressive_3_classical-guitar_SalOli_pick_new3_20200714.wav,SalOli,classical-guitar,aggressive,2,3,normal_aggressive,normal
pro,2,-2,-1,0,1,133,133_aggressive_1_steelstring-guitar_SamLor_pick_new2_20200715.wav,SamLor,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,-1,1,-1,2,0,134,134_aggressive_2_steelstring-guitar_SamLor_pick_new2_20200715.wav,SamLor,steelstring-guitar,aggressive,2,3,normal_aggressive,normal
pro,3,-3,-1,1,1,135,135_aggressive_3_steelstring-guitar_SamLor_pick_new2_20200715.wav,SamLor,steelstring-guitar,aggressive,2,-1,normal_aggressive,normal
pro,2,-2,1,0,1,121,121_aggressive_1_steelstring-guitar_SimArm_fingers_new5_20200711.wav,SimArm,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,2,-2,0,-2,1,109,109_aggressive_1_steelstring-guitar_SteRom_fingers_new3_20200715.wav,SteRom,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,0,-1,0,1,0,110,110_aggressive_2_steelstring-guitar_SteRom_fingers_new3_20200715.wav,SteRom,steelstring-guitar,aggressive,2,2,normal_aggressive,normal
pro,1,2,-2,1,0,120,120_sad_3_steelstring-guitar_SteRom_fingers_new3_20200715.wav,SteRom,steelstring-guitar,aggressive,2,1,normal_aggressive,normal
pro,2,-2,-2,2,0,200,200_aggressive_1_classical-guitar_TizBol_fingers_new7_20200630.wav,TizBol,classical-guitar,aggressive,2,0,normal_aggressive,normal
pro,1,-2,-1,0,1,201,201_aggressive_2_classical-guitar_TizBol_fingers_new7_20200630.wav,TizBol,classical-guitar,aggressive,2,1,normal_aggressive,normal
pro,2,-2,-1,1,1,98,98_aggressive_2_steelstring-guitar_TizCam_pick_new5_20200715.wav,TizCam,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,0,-1,-1,1,0,86,86_aggressive_2_steelstring-guitar_TomCan_pick_new1_20200707.wav,TomCan,steelstring-guitar,aggressive,2,2,normal_aggressive,normal
pro,2,-2,0,0,1,49,49_aggressive_1_steelstring-guitar_ValFui_pick_new5_20200627.wav,ValFui,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,2,-3,1,1,1,51,51_aggressive_3_steelstring-guitar_ValFui_pick_new5_20200627.wav,ValFui,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,2,-2,-2,0,1,61,61_aggressive_1_steelstring-guitar_AdoLaV_pick_new8_20200619.wav,AdoLaV,steelstring-guitar,aggressive,3,1,very_aggressive,very
pro,1,-2,-1,1,0,148,148_aggressive_4_steelstring-guitar_AleMar_pick_new9_20200724.wav,AleMar,steelstring-guitar,aggressive,3,2,very_aggressive,very
pro,2,-2,0,0,1,368,368_aggressive_1_classical-guitar_AngLoi_fingers_new5_20200917,AngLoi,classical-guitar,aggressive,3,1,very_aggressive,very
pro,1,-1,1,-1,0,381,381_aggressive_2_steelstring-guitar_AngLoi_pick_new3_20200917.wav,AngLoi,steelstring-guitar,aggressive,3,2,very_aggressive,very
pro,1,-1,1,0,0,260,260_aggressive_1_steelstring-guitar_AntPao_pick_new9_20200801.wav,AntPao,steelstring-guitar,aggressive,3,2,very_aggressive,very
pro,2,-2,-2,2,0,250,250_aggressive_3_classical-guitar_CesSam_fingers_new4_20200720.wav,CesSam,classical-guitar,aggressive,3,1,very_aggressive,very
pro,1,-1,0,0,1,274,274_aggressive_3_steelstring-guitar_DavRos_pick_new3_20200901.wav,DavRos,steelstring-guitar,aggressive,3,2,very_aggressive,very
pro,3,-3,0,0,1,237,237_aggressive_2_classical-guitar_FedCer_fingers_new3_20200714.wav,FedCer,classical-guitar,aggressive,3,0,very_aggressive,very
pro,2,-2,-1,1,1,177,177_aggressive_2_steelstring-guitar_FilMel_pick_new6_20200729.wav,FilMel,steelstring-guitar,aggressive,3,1,very_aggressive,very
pro,2,-2,-1,1,1,309,309_aggressive_2_steelstring-guitar_GioDic_pick_new5_20200821.wav,GioDic,steelstring-guitar,aggressive,3,1,very_aggressive,very
pro,1,0,-2,2,0,356,356_aggressive_1_steelstring-guitar_LucFra_fingers_new6_20200914.wav,LucFra,steelstring-guitar,aggressive,3,2,very_aggressive,very
pro,2,-2,0,1,1,1,1_aggressive_1_steelstring-guitar_LucTur_pick_new1_20200625.wav,LucTur,steelstring-guitar,aggressive,3,1,very_aggressive,very
pro,2,-2,0,0,1,2,2_aggressive_2_steelstring-guitar_LucTur_pick_new1_20200625.wav,LucTur,steelstring-guitar,aggressive,3,1,very_aggressive,very
pro,3,-3,0,1,1,3,3_aggressive_3_steelstring-guitar_LucTur_pick_new1_20200625.wav,LucTur,steelstring-guitar,aggressive,3,0,very_aggressive,very
pro,1,-1,-2,2,0,393,393_aggressive_2_classical-guitar_MarPia_fingers_new5_20201001.wav,MarPia,classical-guitar,aggressive,3,2,very_aggressive,very
pro,3,-3,1,0,1,163,163_aggressive_4_steelstring-guitar_MasChi_pick_new5_20200729.wav,MasChi,steelstring-guitar,aggressive,3,0,very_aggressive,very
pro,2,-1,1,0,1,75,75_aggressive_3_classical-guitar_MatRig_fingers_new3_20200618.wav,MatRig,classical-guitar,aggressive,3,1,very_aggressive,very
pro,2,-1,0,1,1,320,320_aggressive_1_steelstring-guitar_NicCon_pick_new4_20200804.wav,NicCon,steelstring-guitar,aggressive,3,1,very_aggressive,very
pro,1,-2,-1,0,1,322,322_aggressive_2_steelstring-guitar_NicCon_pick_new4_20200804.wav,NicCon,steelstring-guitar,aggressive,3,2,very_aggressive,very
pro,3,-3,-1,1,1,344,344_aggressive_1_classical-guitar_NicLat_pick_new7_20200730.wav,NicLat,classical-guitar,aggressive,3,0,very_aggressive,very
pro,2,-2,1,0,1,345,345_aggressive_2_classical-guitar_NicLat_pick_new7_20200730.wav,NicLat,classical-guitar,aggressive,3,1,very_aggressive,very
pro,2,-2,-1,1,1,37,37_aggressive_1_steelstring-guitar_OweWin_pick_new5_20200629.wav,OweWin,steelstring-guitar,aggressive,3,1,very_aggressive,very
pro,2,-2,-1,0,1,213,213_aggressive_2_classical-guitar_SalOli_pick_new3_20200714.wav,SalOli,classical-guitar,aggressive,3,1,very_aggressive,very
pro,2,-2,0,0,1,122,122_aggressive_2_steelstring-guitar_SimArm_fingers_new5_20200711.wav,SimArm,steelstring-guitar,aggressive,3,1,very_aggressive,very
pro,2,-3,-1,0,1,123,123_aggressive_3_steelstring-guitar_SimArm_fingers_new5_20200711.wav,SimArm,steelstring-guitar,aggressive,3,1,very_aggressive,very
pro,2,-2,-1,2,0,202,202_aggressive_3_classical-guitar_TizBol_fingers_new7_20200630.wav,TizBol,classical-guitar,aggressive,3,1,very_aggressive,very
pro,2,-2,-1,1,1,97,97_aggressive_1_steelstring-guitar_TizCam_pick_new5_20200715.wav,TizCam,steelstring-guitar,aggressive,3,1,very_aggressive,very
pro,2,-2,-1,1,1,99,99_aggressive_3_steelstring-guitar_TizCam_pick_new5_20200715.wav,TizCam,steelstring-guitar,aggressive,3,1,very_aggressive,very
pro,0,-1,-1,1,0,85,85_aggressive_1_steelstring-guitar_TomCan_pick_new1_20200707.wav,TomCan,steelstring-guitar,aggressive,3,3,very_aggressive,very
pro,2,-2,-1,1,1,50,50_aggressive_2_steelstring-guitar_ValFui_pick_new5_20200627.wav,ValFui,steelstring-guitar,aggressive,3,1,very_aggressive,very
pro,1,1,0,-2,0,62,62_aggressive_2_steelstring-guitar_AdoLaV_pick_new8_20200619.wav,AdoLaV,steelstring-guitar,aggressive,1,0,little_aggressive,little
pro,1,-3,-2,0,1,146,146_aggressive_2_steelstring-guitar_AleMar_pick_new9_20200724.wav,AleMar,steelstring-guitar,aggressive,1,0,little_aggressive,little
pro,-1,-2,0,1,0,369,369_aggressive_2_classical-guitar_AngLoi_fingers_new5_20200917.wav,AngLoi,classical-guitar,aggressive,1,2,little_aggressive,little
pro,1,-1,0,-1,1,380,380_aggressive_1_steelstring-guitar_AngLoi_pick_new3_20200917.wav,AngLoi,steelstring-guitar,aggressive,1,0,little_aggressive,little
pro,2,-1,2,-2,0,334,334_aggressive_3_classical-guitar_AntDel_pick_new8_20200831.wav,AntDel,classical-guitar,aggressive,1,-1,little_aggressive,little
pro,2,-3,0,0,1,261,261_aggressive_2_steelstring-guitar_AntPao_pick_new9_20200801.wav,AntPao,steelstring-guitar,aggressive,1,-1,little_aggressive,little
pro,3,-3,-3,1,1,249,249_aggressive_2_classical-guitar_CesSam_fingers_new4_20200720.wav,CesSam,classical-guitar,aggressive,1,-2,little_aggressive,little
pro,2,-1,-2,0,1,14,14_aggressive_2_steelstring-guitar_DavBen_pick_new4_20200623.wav,DavBen,steelstring-guitar,aggressive,1,-1,little_aggressive,little
pro,3,-1,1,0,1,27,27_aggressive_3_classical-guitar_DavBen_pick_new8_20200526.wav,DavBen,classical-guitar,aggressive,1,-2,little_aggressive,little
pro,1,0,-1,1,0,272,272_aggressive_1_steelstring-guitar_DavRos_pick_new3_20200901.wav,DavRos,steelstring-guitar,aggressive,1,0,little_aggressive,little
pro,1,-1,2,0,0,178,178_aggressive_3_steelstring-guitar_FilMel_fingers_new6_20200729.wav,FilMel,steelstring-guitar,aggressive,1,0,little_aggressive,little
pro,3,-3,-2,0,1,297,297_aggressive_2_steelstring-guitar_GiaFer_pick_new9_20200803.wav,GiaFer,steelstring-guitar,aggressive,1,-2,little_aggressive,little
pro,1,-1,-1,0,1,190,190_aggressive_3_classical-guitar_GioAcq_fingers_new3_20200706.wav,GioAcq,classical-guitar,aggressive,1,0,little_aggressive,little
pro,2,-2,-2,1,1,310,310_aggressive_3_steelstring-guitar_GioDic_pick_new5_20200821.wav,GioDic,steelstring-guitar,aggressive,1,-1,little_aggressive,little
pro,-1,1,0,1,0,357,357_aggressive_2_steelstring-guitar_LucFra_fingers_new6_20200914.wav,LucFra,steelstring-guitar,aggressive,1,2,little_aggressive,little
pro,3,-1,0,-1,1,160,160_aggressive_1_steelstring-guitar_MasChi_pick_new5_20200729.wav,MasChi,steelstring-guitar,aggressive,1,-2,little_aggressive,little
pro,3,-3,-2,1,1,38,38_aggressive_2_steelstring-guitar_OweWin_pick_new5_20200629.wav,OweWin,steelstring-guitar,aggressive,1,-2,little_aggressive,little
pro,2,-2,0,1,1,87,87_aggressive_3_steelstring-guitar_TomCan_pick_new1_20200707.wav,TomCan,steelstring-guitar,aggressive,1,-1,little_aggressive,little
pro,2,-1,-2,1,1,63,63_aggressive_3_steelstring-guitar_AdoLaV_pick_new8_20200619.wav,AdoLaV,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,1,-2,1,0,0,145,145_aggressive_1_steelstring-guitar_AleMar_pick_new9_20200724.wav,AleMar,steelstring-guitar,aggressive,2,1,normal_aggressive,normal
pro,3,-3,-1,0,1,147,147_aggressive_3_steelstring-guitar_AleMar_pick_new9_20200724.wav,AleMar,steelstring-guitar,aggressive,2,-1,normal_aggressive,normal
pro,1,-2,1,-2,0,370,370_aggressive_3_classical-guitar_AngLoi_fingers_new5_20200917.wav,AngLoi,classical-guitar,aggressive,2,1,normal_aggressive,normal
pro,1,-1,-1,0,1,382,382_aggressive_3_steelstring-guitar_AngLoi_fingers_new3_20200917.wav,AngLoi,steelstring-guitar,aggressive,2,1,normal_aggressive,normal
pro,3,-2,1,0,1,332,332_aggressive_1_classical-guitar_AntDel_pick_new8_20200831.wav,AntDel,classical-guitar,aggressive,2,-1,normal_aggressive,normal
pro,3,-3,2,-2,1,333,333_aggressive_2_classical-guitar_AntDel_pick_new8_20200831.wav,AntDel,classical-guitar,aggressive,2,-1,normal_aggressive,normal
pro,3,-2,0,-1,1,262,262_aggressive_3_steelstring-guitar_AntPao_pick_new9_20200801.wav,AntPao,steelstring-guitar,aggressive,2,-1,normal_aggressive,normal
pro,3,-3,-3,1,1,248,248_aggressive_1_classical-guitar_CesSam_fingers_new4_20200720.wav,CesSam,classical-guitar,aggressive,2,-1,normal_aggressive,normal
pro,2,-3,-1,0,1,13,13_aggressive_1_steelstring-guitar_DavBen_pick_new4_20200623.wav,DavBen,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,3,-1,0,0,1,15,15_aggressive_3_steelstring-guitar_DavBen_pick_new4_20200623.wav,DavBen,steelstring-guitar,aggressive,2,-1,normal_aggressive,normal
pro,2,-2,1,-2,1,25,25_aggressive_1_classical-guitar_DavBen_fingers_new8_20200526.wav,DavBen,classical-guitar,aggressive,2,0,normal_aggressive,normal
pro,2,-2,-2,1,1,26,26_aggressive_2_classical-guitar_DavBen_pick_new8_20200526.wav,DavBen,classical-guitar,aggressive,2,0,normal_aggressive,normal
pro,2,-2,-1,2,0,273,273_aggressive_2_steelstring-guitar_DavRos_pick_new3_20200901.wav,DavRos,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,3,-3,-2,3,0,236,236_aggressive_1_classical-guitar_FedCer_fingers_new3_20200714.wav,FedCer,classical-guitar,aggressive,2,-1,normal_aggressive,normal
pro,2,-2,0,2,0,238,238_aggressive_3_classical-guitar_FedCer_fingers_new3_20200714.wav,FedCer,classical-guitar,aggressive,2,0,normal_aggressive,normal
pro,1,0,-1,1,0,176,176_aggressive_1_steelstring-guitar_FilMel_pick_new6_20200729.wav,FilMel,steelstring-guitar,aggressive,2,1,normal_aggressive,normal
pro,1,-1,-1,0,1,284,284_aggressive_1_steelstring-guitar_FraBen_pick_new6_20200801.wav,FraBen,steelstring-guitar,aggressive,2,1,normal_aggressive,normal
pro,2,-2,1,-2,1,285,285_aggressive_2_steelstring-guitar_FraBen_pick_new6_20200801.wav,FraBen,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,2,-2,2,-2,0,286,286_aggressive_1_steelstring-guitar_FraBen_pick_new6_20200801.wav,FraBen,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,1,1,2,-2,0,296,296_aggressive_1_steelstring-guitar_GiaFer_pick_new9_20200803.wav,GiaFer,steelstring-guitar,aggressive,2,1,normal_aggressive,normal
pro,1,2,1,-1,0,298,298_aggressive_3_steelstring-guitar_GiaFer_pick_new9_20200803.wav,GiaFer,steelstring-guitar,aggressive,2,1,normal_aggressive,normal
pro,2,-2,-1,2,0,188,188_aggressive_1_classical-guitar_GioAcq_fingers_new3_20200706.wav,GioAcq,classical-guitar,aggressive,2,0,normal_aggressive,normal
pro,2,-2,-2,1,1,189,189_aggressive_2_classical-guitar_GioAcq_fingers_new3_20200706.wav,GioAcq,classical-guitar,aggressive,2,0,normal_aggressive,normal
pro,2,1,0,-2,1,308,308_aggressive_1_steelstring-guitar_GioDic_fingers_new5_20200821.wav,GioDic,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,1,-1,-2,1,0,358,358_aggressive_3_steelstring-guitar_LucFra_fingers_new6_20200914.wav,LucFra,steelstring-guitar,aggressive,2,1,normal_aggressive,normal
pro,-1,-1,-3,1,0,392,392_aggressive_1_classical-guitar_MarPia_fingers_new5_20201001.wav,MarPia,classical-guitar,aggressive,2,3,normal_aggressive,normal
pro,-1,-2,0,1,0,394,394_aggressive_3_classical-guitar_MarPia_fingers_new5_20201001.wav,MarPia,classical-guitar,aggressive,2,3,normal_aggressive,normal
pro,2,1,2,-2,0,161,161_aggressive_2_steelstring-guitar_MasChi_pick_new5_20200729.wav,MasChi,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,3,-2,0,-2,1,162,162_aggressive_3_steelstring-guitar_MasChi_pick_new5_20200729.wav,MasChi,steelstring-guitar,aggressive,2,-1,normal_aggressive,normal
pro,1,-3,-3,0,1,73,73_aggressive_1_classical-guitar_MatRig_fingers_new3_20200618.wav,MatRig,classical-guitar,aggressive,2,1,normal_aggressive,normal
pro,2,-1,1,-2,1,74,74_aggressive_2_classical-guitar_MatRig_fingers_new3_20200618.wav,MatRig,classical-guitar,aggressive,2,0,normal_aggressive,normal
pro,0,2,0,1,0,321,321_aggressive_1_steelstring-guitar_NicCon_pick_new4_20200804.wav,NicCon,steelstring-guitar,aggressive,2,2,normal_aggressive,normal
pro,3,-2,2,-1,1,346,346_aggressive_3_classical-guitar_NicLat_pick_new7_20200730.wav,NicLat,classical-guitar,aggressive,2,-1,normal_aggressive,normal
pro,3,-2,-2,2,1,39,39_aggressive_3_steelstring-guitar_OweWin_pick_new5_20200629.wav,OweWin,steelstring-guitar,aggressive,2,-1,normal_aggressive,normal
pro,1,1,-2,1,0,212,212_aggressive_1_classical-guitar_SalOli_fingers_new3_20200714.wav,SalOli,classical-guitar,aggressive,2,1,normal_aggressive,normal
pro,-1,1,0,1,0,214,214_aggressive_3_classical-guitar_SalOli_pick_new3_20200714.wav,SalOli,classical-guitar,aggressive,2,3,normal_aggressive,normal
pro,2,-1,1,-1,1,133,133_aggressive_1_steelstring-guitar_SamLor_pick_new2_20200715.wav,SamLor,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,2,-2,-1,2,0,134,134_aggressive_2_steelstring-guitar_SamLor_pick_new2_20200715.wav,SamLor,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,3,-2,-2,0,1,135,135_aggressive_3_steelstring-guitar_SamLor_pick_new2_20200715.wav,SamLor,steelstring-guitar,aggressive,2,-1,normal_aggressive,normal
pro,3,-3,-3,1,1,121,121_aggressive_1_steelstring-guitar_SimArm_fingers_new5_20200711.wav,SimArm,steelstring-guitar,aggressive,2,-1,normal_aggressive,normal
pro,2,1,1,-2,1,109,109_aggressive_1_steelstring-guitar_SteRom_fingers_new3_20200715.wav,SteRom,steelstring-guitar,aggressive,2,0,normal_aggressive,normal
pro,1,-3,1,-1,0,110,110_aggressive_2_steelstring-guitar_SteRom_fingers_new3_20200715.wav,SteRom,steelstring-guitar,aggressive,2,1,normal_aggressive,normal
pro,-3,3,0,2,0,120,120_sad_3_steelstring-guitar_SteRom_fingers_new3_20200715.wav,SteRom,steelstring-guitar,aggressive,2,5,normal_aggressive,normal
pro,2,-2,-2,0,1,200,200_aggressive_1_classical-guitar_TizBol_fingers_new7_20200630.wav,TizBol,classical-guitar,aggressive,2,0,normal_aggressive,normal
pro,1,-1,-1,1,0,201,201_aggressive_2_classical-guitar_TizBol_fingers_new7_20200630.wav,TizBol,classical-guitar,aggressive,2,1,normal_aggressive,normal
pro,0,-1,-2,0,0,98,98_aggressive_2_steelstring-guitar_TizCam_pick_new5_20200715.wav,TizCam,steelstring-guitar,aggressive,2,2,normal_aggressive,normal
pro,-2,2,1,-2,0,86,86_aggressive_2_steelstring-guitar_TomCan_pick_new1_20200707.wav,TomCan,steelstring-guitar,aggressive,2,4,normal_aggressive,normal
